@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,
,,,
@attribute total_fiat numeric,,,
@attribute total_biat numeric,,,
@attribute min_biat numeric,,,
@attribute class1 {TOR,NONTOR},,
,,,
@data,,,
14688252,14688490,0,TOR
14660723,14662403,0,TOR
14964246,14999988,0,TOR
0,0,-1,TOR
10412977,10375871,0,TOR
14834463,14838559,143,TOR
6434022,6395342,351,TOR
8186872,8148349,37,TOR
14820924,14859046,0,TOR
14739287,14972566,0,TOR
14948609,14951143,0,TOR
14697961,14661259,0,TOR
14618158,14999401,0,TOR
14763907,14976693,5,TOR
14419769,14456924,5,TOR
14293595,14293593,55,TOR
13383944,13422159,5,TOR
14998706,14998713,5,TOR
14936140,14973717,0,TOR
14830756,14833581,5,TOR
14930060,14933258,0,TOR
14949466,14863826,0,TOR
14864471,14864964,0,TOR
14940274,14905394,0,TOR
14964813,14966671,4,TOR
14960094,14958487,4,TOR
14998935,14999345,0,TOR
14965270,14965336,0,TOR
14998374,14998927,0,TOR
14996117,14997275,0,TOR
14951544,14951660,0,TOR
14995861,14996644,0,TOR
14995337,14995377,2,TOR
14998162,14998244,0,TOR
14887812,14887841,0,TOR
14989098,14951007,0,TOR
6367730,6328243,5,TOR
14999109,14999349,0,TOR
14992279,14993987,0,TOR
14964482,14809445,0,TOR
14660623,14665936,0,TOR
14999930,14999908,5,TOR
14961194,14999936,0,TOR
14724683,14724524,1,TOR
14997556,14998059,0,TOR
14996778,14996645,0,TOR
14998973,14999899,0,TOR
14982887,14984395,0,TOR
14942267,14986418,5,TOR
14993920,14995894,0,TOR
14957807,14957718,0,TOR
14999517,14999655,0,TOR
14994831,14995104,0,TOR
3415849,3376454,6,TOR
14997704,14998337,0,TOR
14996681,14997763,0,TOR
14957613,14956001,192,TOR
14949154,14950834,0,TOR
14928259,14928374,190,TOR
14968101,14969743,0,TOR
14998400,14962352,0,TOR
14961054,14898113,1,TOR
14994565,14995329,0,TOR
14992284,14993614,0,TOR
14471975,14471963,224,TOR
14848471,14848476,179,TOR
14946885,14947872,0,TOR
14434648,14434881,167,TOR
14920738,14959780,74,TOR
14996010,14947231,5,TOR
907704,908018,63790,TOR
14865448,14904733,338,TOR
14940777,14977211,0,TOR
14938059,14977013,2,TOR
14956007,14856517,4,TOR
14973795,14936419,5,TOR
14966585,14967500,0,TOR
14949345,14986416,5,TOR
14997549,14998578,0,TOR
14961760,14961495,0,TOR
14960969,14896055,5,TOR
14938454,14924161,1,TOR
14910836,14965141,0,TOR
14975092,14939437,5,TOR
14927645,14927713,5,TOR
14932516,14988940,0,TOR
14999597,14999051,5,TOR
14997674,14998693,0,TOR
14875938,14846061,0,TOR
14990491,14990947,0,TOR
14410302,14410942,0,TOR
14994355,14994503,0,TOR
14267722,14228765,0,TOR
14759124,14758990,0,TOR
14989517,14992439,0,TOR
14962396,14925227,3,TOR
1212265,1211876,2557,TOR
14517193,14477411,794,TOR
14987906,14995300,0,TOR
14999180,14999026,0,TOR
7602969,7602851,31,TOR
14996770,14996701,0,TOR
14995046,14995492,0,TOR
14882094,14921714,19,TOR
14999291,14999181,0,TOR
14083124,14082938,0,TOR
14994587,14904697,22,TOR
14859166,14852483,0,TOR
14934407,14934183,0,TOR
14814656,14808678,0,TOR
14774035,14773266,0,TOR
14986235,14985469,0,TOR
14966400,14963560,0,TOR
14734435,14773985,0,TOR
14996249,14996539,0,TOR
14999312,14999213,0,TOR
14893627,14893577,0,TOR
14984910,14982217,0,TOR
14963964,14922989,0,TOR
14841306,14861230,0,TOR
9755426,9754892,0,TOR
14856563,14856383,0,TOR
14987265,14987445,3,TOR
514081,513941,1421,TOR
14979719,14978454,0,TOR
14663276,14662373,0,TOR
13636982,13637050,0,TOR
11902959,11940271,270,TOR
8326529,8326035,713,TOR
14632545,14632753,0,TOR
12367779,12367702,1313,TOR
14732840,14733047,0,TOR
14873915,14876071,53,TOR
4760615,4760819,0,TOR
11711106,11672509,1659,TOR
14091233,14090339,24,TOR
14999922,14999800,0,TOR
171617,135756,1647,TOR
7366412,7365717,172,TOR
8118702,8079088,524,TOR
14999568,14999473,0,TOR
9864343,9863669,2138,TOR
14990336,14990409,0,TOR
3239544,3239476,0,TOR
14996004,14995721,0,TOR
14965560,14965621,0,TOR
14967226,14969648,0,TOR
14994242,14993903,0,TOR
14989130,14989085,0,TOR
14978913,14978519,0,TOR
14974688,14974430,0,TOR
14976768,14979002,0,TOR
14994150,14995470,0,TOR
14952077,14935838,0,TOR
9441522,9441431,1284,TOR
2638384,2638154,0,TOR
14860662,14860615,0,TOR
333165,332853,1059,TOR
14965059,14965260,0,TOR
9931998,9934380,1492,TOR
12925119,12924875,971,TOR
6327806,6327708,1270,TOR
14615945,14615801,1320,TOR
14851387,14851893,0,TOR
1938189,1937977,6,TOR
5154720,5115364,175,TOR
8485836,8486121,2334,TOR
14987954,14988557,0,TOR
14998411,14998441,0,TOR
14990399,14990586,0,TOR
14994285,14994047,0,TOR
14917110,14918045,1113,TOR
548062,507918,369,TOR
11356670,11356699,1424,TOR
14974085,14973609,0,TOR
9140277,9102184,0,TOR
7389270,7352294,0,TOR
14967253,14967291,-182,TOR
14971916,14972085,0,TOR
14977170,14977371,0,TOR
14783356,14783199,0,TOR
6093766,6094065,1558,TOR
4582112,4581887,1051,TOR
6081545,6081417,251,TOR
14996155,14996218,0,TOR
14588159,14588100,383,TOR
14996741,14996645,3,TOR
14727063,14728084,2,TOR
14996438,14996565,0,TOR
14966200,14966053,0,TOR
14951944,14976224,169,TOR
14922592,14922584,189,TOR
14982203,14982126,30,TOR
14957395,14995290,24,TOR
14996775,14968983,15,TOR
14967857,14959201,359,TOR
14947098,14983269,320,TOR
14925655,14964824,298,TOR
14950462,14984040,16,TOR
14980836,14980781,198,TOR
14983702,14990370,15,TOR
14978848,14990442,14,TOR
14986433,14949616,16,TOR
14937644,14930188,380,TOR
14950656,14959984,352,TOR
14968510,14979316,15,TOR
14994833,14994925,335,TOR
14953529,14953308,271,TOR
14927709,14966804,424,TOR
14953662,14953688,571,TOR
14973795,14973770,282,TOR
14995844,14994614,221,TOR
14970061,14930309,111,TOR
14980448,14973079,211,TOR
5255798,5257802,22,TOR
14997132,14997208,10,TOR
14950367,14974944,16,TOR
14979589,14980245,6,TOR
14982368,14982507,5,TOR
14998108,14958970,19,TOR
14979042,14979089,25,TOR
14964533,14964524,55,TOR
14955204,14955115,15,TOR
14926154,14988490,313,TOR
14994350,14994360,14,TOR
14950905,14950815,15,TOR
14985925,14985899,95,TOR
14971582,14954296,7,TOR
14989476,14952498,354,TOR
14980487,14991628,15,TOR
14950912,14951009,14,TOR
14960337,14981706,18,TOR
14994335,14973076,278,TOR
14989182,14988841,202,TOR
14925808,14989983,0,TOR
14966566,14980048,26,TOR
14952136,14990114,15,TOR
14986116,14992820,14,TOR
14976811,14976790,210,TOR
14991222,14991184,50,TOR
14987823,14992847,16,TOR
14991892,14968232,378,TOR
14951549,14988003,25,TOR
14978293,14976224,16,TOR
14987652,14998293,16,TOR
14964821,14955429,16,TOR
14941570,14980696,118,TOR
14986898,14989990,15,TOR
14980622,14998359,5,TOR
14981338,14981371,21,TOR
14953685,14989551,15,TOR
14933336,14919166,28,TOR
14988704,14978600,25,TOR
14974104,14974128,75,TOR
14987638,14987715,123,TOR
14982403,14982371,10,TOR
14951776,14972461,13,TOR
14990065,14961360,8,TOR
14966369,14963093,502,TOR
14986419,14993066,15,TOR
14998494,14998457,65,TOR
14954651,14927864,70,TOR
14972741,14972892,36,TOR
14934284,14972222,12,TOR
14938244,14938261,11,TOR
14987526,14988089,14,TOR
14945803,14990826,100,TOR
14994189,14994149,46,TOR
14895078,14889763,58,TOR
14940996,14980024,18,TOR
14984356,14984403,117,TOR
14934134,14934211,87,TOR
14969783,14969838,71,TOR
14960950,14969066,11,TOR
14987541,14987487,277,TOR
14944195,14944872,6,TOR
14952519,14965480,25,TOR
14897461,14896726,354,TOR
14991331,14991240,18,TOR
14959831,14943861,525,TOR
14958444,14985092,31,TOR
14928536,14994870,229,TOR
14937082,14976740,240,TOR
14999718,14999035,6,TOR
14953394,14953333,25,TOR
14944085,14989910,13,TOR
7441877,7442171,42,TOR
14949225,14949295,7,TOR
14983167,14983136,299,TOR
14930401,14930462,318,TOR
14964143,14964110,11,TOR
14987605,14987594,507,TOR
14976651,14976545,24,TOR
14993236,14957840,299,TOR
14963677,14964497,191,TOR
14942936,14977341,10,TOR
14979191,14938682,239,TOR
14953412,14915891,226,TOR
14997852,14979862,16,TOR
14997467,14997454,9,TOR
14973666,14974034,410,TOR
14983285,14984425,158,TOR
14983845,14983775,309,TOR
14995968,14957404,291,TOR
14973058,14968482,378,TOR
14926532,14926620,277,TOR
14964206,14964195,547,TOR
14985358,14985447,20,TOR
14983412,14930081,291,TOR
14930972,14994984,5,TOR
14979175,14979030,372,TOR
14967240,14967302,271,TOR
14922525,14986574,17,TOR
14993836,14993824,363,TOR
14979743,14999884,6,TOR
14977036,14977011,244,TOR
14997832,14997828,8,TOR
14975132,14975242,442,TOR
14983657,14983512,6,TOR
14954081,14954353,18,TOR
14979140,14940132,181,TOR
14973652,14973653,140,TOR
14939794,14936699,372,TOR
14993354,14984332,48,TOR
14961577,14961525,405,TOR
14986310,14986247,11,TOR
14984813,14985459,99,TOR
14960483,14999415,253,TOR
14995162,14995478,66,TOR
14929438,14891597,68,TOR
14998816,14983119,17,TOR
14991996,14983777,46,TOR
14955429,14955936,34,TOR
14994513,14994971,58,TOR
14964219,14987555,8,TOR
14989656,14989690,11,TOR
14935452,14935778,68,TOR
14931647,14928890,442,TOR
14990974,14990971,7,TOR
14919041,14918645,496,TOR
14985295,14985326,414,TOR
14987849,14987847,6,TOR
14991020,14986527,59,TOR
14995825,14957740,11,TOR
14995033,14992600,70,TOR
14980391,14984375,22,TOR
14955424,14955403,201,TOR
14979985,14979921,14,TOR
14965366,14963863,242,TOR
14991743,14991732,12,TOR
14955628,14969931,14,TOR
14982390,14982362,14,TOR
14998400,14998414,72,TOR
14987324,14949476,7,TOR
14995486,14995440,300,TOR
14995038,14956517,15,TOR
14987953,14988018,29,TOR
14976753,14976757,13,TOR
14996824,14978421,317,TOR
14997568,14981293,154,TOR
14989321,14988900,67,TOR
14975119,14974471,333,TOR
14989616,14979311,70,TOR
14978350,14978304,67,TOR
14997085,14998653,165,TOR
14984880,14984825,85,TOR
14993445,14988696,67,TOR
14958264,14958317,56,TOR
14952286,14979025,173,TOR
14950906,14937017,10,TOR
14992056,14992005,299,TOR
14998275,14998295,13,TOR
14997911,14986163,63,TOR
14981783,14986896,26,TOR
14996167,14965500,65,TOR
14983121,14982480,11,TOR
14982403,14981428,32,TOR
14968410,14962583,291,TOR
14989927,14989927,19,TOR
14979899,14979959,43,TOR
14976112,14976207,213,TOR
14977794,14978068,61,TOR
14982855,14982791,15,TOR
14973038,14950715,55,TOR
14897470,14975311,13,TOR
14950335,14971681,5,TOR
14989396,14985015,266,TOR
14996088,14996119,233,TOR
14997673,14997603,9,TOR
14997496,14997757,11,TOR
14986651,14986665,10,TOR
14987769,14987885,62,TOR
14978871,14978874,64,TOR
14980954,14981020,347,TOR
14963487,14960868,271,TOR
14984849,14984871,12,TOR
14995979,14996003,299,TOR
14956888,14988269,12,TOR
14999585,14999566,57,TOR
14988633,14988655,287,TOR
14979365,14978692,270,TOR
14981532,14981553,64,TOR
14996853,14993345,39,TOR
14992525,14992467,14,TOR
14964137,14964161,9,TOR
14980808,14980765,68,TOR
689163,688597,78,TOR
14986484,14986410,63,TOR
14964616,14988757,169,TOR
14989851,14998882,30,TOR
14991355,14991245,14,TOR
14959657,14959603,26,TOR
14990062,14990001,16,TOR
14975648,14952999,68,TOR
14997952,14982004,14,TOR
14986078,14986059,12,TOR
14996651,14996584,16,TOR
14955242,14979149,20,TOR
14907075,14981021,15,TOR
14990317,14990345,46,TOR
