@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,,
,,,,
@attribute total_fiat numeric,,,,
@attribute total_biat numeric,,,,
@attribute min_fiat numeric,,,,
@attribute min_biat numeric,,,,
@attribute class1 {TOR,NONTOR},,,
,,,,
@data,,,,
10,38,1019138,1030181,NONTOR
49,20,3852822,3856517,NONTOR
15,25,10470380,10509918,NONTOR
13,13,9903644,9903788,NONTOR
10,19,44053,65087,NONTOR
2,20,218280,191572,NONTOR
8,23,189961,164173,NONTOR
2,5,27068,66506,NONTOR
2,19,30848,65781,NONTOR
13,14,9470318,9470586,NONTOR
11,18,9902271,9902587,NONTOR
7,18,7043100,7043489,NONTOR
28,12,27155,66007,NONTOR
20,26,4459056,4459025,NONTOR
2,5,7941948,7941955,NONTOR
37,7,27353,34683,NONTOR
30,20,29892,65500,NONTOR
6,27,33272,40491,NONTOR
331,8,239333,215261,NONTOR
11,16,26851,65881,NONTOR
47,19,4703857,4702557,NONTOR
11,14,112677,72329,NONTOR
0,0,3747410,3778692,NONTOR
13,19,2359218,2397729,NONTOR
479,1,4218810,4216265,NONTOR
10,24,5928272,5928479,NONTOR
13,20,5520437,5520755,NONTOR
1,5,4396978,4397198,NONTOR
7,1,627303,9960254,NONTOR
13,14,9921825,9922282,NONTOR
19,13,5707632,5707979,NONTOR
13922,1,107781,140294,NONTOR
1,5,773695,555591,NONTOR
1,11,343914,218634,NONTOR
1,8,408340,215094,NONTOR
7,4,7849470,7849526,NONTOR
18610,51,342326,9999892,NONTOR
11,16,8162908,8163233,NONTOR
54,28,434516,462656,NONTOR
49,19,3149338,3162487,NONTOR
22,10,207043,247077,NONTOR
62,66,4282646,4282654,NONTOR
48,11,213703,252559,NONTOR
25,36,1159166,189522,NONTOR
11,15,9927544,9927714,NONTOR
455,23242,4185600,4185612,NONTOR
18,63,53929,34105,NONTOR
2,17,7476955,7476666,NONTOR
11,1,282823,10000696,NONTOR
1,7,8696726,5734703,NONTOR
40,58,210416,247666,NONTOR
2080,1,83673,10000159,NONTOR
7,12,9347289,9281482,NONTOR
3,6,8287657,8287703,NONTOR
79,153,5176734,54898,NONTOR
13,12,9843349,9849371,NONTOR
39,14,7248312,7285399,NONTOR
48,21,7518912,7517117,NONTOR
3,6,8044320,8043993,NONTOR
13,14,9924825,9927170,NONTOR
49,19,6184025,6187017,NONTOR
10,0,420458,9999346,NONTOR
3,18,7330444,7330407,NONTOR
1528,153,77066,70018,NONTOR
47,20,4615691,4586225,NONTOR
11,38,2928447,2823819,NONTOR
3,16,294949,254708,NONTOR
28,23,64112,81265,NONTOR
22,238,26528,25860,NONTOR
26,220,26844,51821,NONTOR
26,204,27700,26394,NONTOR
55,229,27141,26255,NONTOR
26,187,26489,25876,NONTOR
63,208,27165,26314,NONTOR
13,14,8494818,8495189,NONTOR
12,15,9919934,9920130,NONTOR
8,21,5522351,5584427,NONTOR
4,15,8576838,8577086,NONTOR
13,157633,2041437,2155395,NONTOR
20,485,4885894,4886276,NONTOR
398,21841,4561535,4817262,NONTOR
21,22,54272,69062,NONTOR
13,15,9984564,9984973,NONTOR
6,16,9731832,9629433,NONTOR
6,25,6955129,6853009,NONTOR
39,172,27619,27521,NONTOR
2,9,8312381,8312498,NONTOR
8,26,5285586,5182836,NONTOR
24,171,140221,139297,NONTOR
61,65,4657032,4656997,NONTOR
2,19,2763901,2789920,NONTOR
15,16,13089185,13151724,NONTOR
3,21,12737788,12800508,NONTOR
94060,159446,1925678,3195915,NONTOR
7,16,700793,701110,NONTOR
47,19,6264114,6250630,NONTOR
7,19,6756683,6795380,NONTOR
4,31,12642144,12642065,NONTOR
14,18,9927964,9928303,NONTOR
20,29,9922233,9922757,NONTOR
42,23,114373,75288,NONTOR
592,113,6800196,6800145,NONTOR
26,15,5065092,5026164,NONTOR
27,26,5024293,5023655,NONTOR
2735,5698,7991819,8160760,NONTOR
4,71,131657,169508,NONTOR
24,26,9638597,9771999,NONTOR
21,20,4946501,4909503,NONTOR
28,27,4995384,4995365,NONTOR
15,16,9927718,9928118,NONTOR
13,14,9923041,9923505,NONTOR
14,16,9930230,9930520,NONTOR
4838,30592,5765588,6152388,NONTOR
20,15,9928200,9928413,NONTOR
13,15,9920202,9920465,NONTOR
13,12,10085799,10086135,NONTOR
14,17,9928068,9928363,NONTOR
14,17,9921021,9921334,NONTOR
180188,140282,5639523,5639496,NONTOR
20,16,9928084,9928621,NONTOR
18,21,9750065,9750539,NONTOR
13,23,9926029,9926368,NONTOR
922059,922060,5004080,5004078,NONTOR
26,48,5663126,5663125,NONTOR
46,56,7645034,7645078,NONTOR
3,17,6432940,6432941,NONTOR
95196,198914,2000550,2000547,NONTOR
73,52,4975691,4936694,NONTOR
1312,137,53127,10000019,NONTOR
7,26,10036495,10074428,NONTOR
85334,11961,6173526,6173547,NONTOR
4,20,152032,163322,NONTOR
8,14,290266,299981,NONTOR
12,43,77477,116196,NONTOR
11,27,140946,153869,NONTOR
1327,1,53433,55614,NONTOR
7,17,9608255,9608249,NONTOR
9,20,139764,161436,NONTOR
19,57,454126,468878,NONTOR
408,123994,4576896,4912766,NONTOR
13,18,65886,104681,NONTOR
26,20,45271,78245,NONTOR
19,33,278725,292738,NONTOR
15,36,141516,155238,NONTOR
104788,186000,4899835,5004589,NONTOR
20,14,10082312,10020289,NONTOR
403,19324,7517944,7537645,NONTOR
43,47,10437540,10437560,NONTOR
155,21580,266315,221042,NONTOR
25,56,92705,87917,NONTOR
172,14747,7384012,7644529,NONTOR
258,16948,2537665,2788940,NONTOR
2,6,14269281,14229519,NONTOR
247,776,214746,24919,NONTOR
10,13,21,34,NONTOR
82914,22984,6585506,6951036,NONTOR
264,14326,209612,215576,NONTOR
57,25,27394,67568,NONTOR
62,15,68769,43066,NONTOR
447,25338,280654,230056,NONTOR
213367,7911466,7677828,7911466,NONTOR
28,23,14154146,14114442,NONTOR
11,1,772839,9974398,NONTOR
25,24463,266074,215946,NONTOR
84,17669,249661,207953,NONTOR
66,26048,261137,210914,NONTOR
9405,323,318283,158464,NONTOR
13,43,14100923,13738600,NONTOR
2059,131,107042,169836,NONTOR
43,12,160277,134107,NONTOR
43,45,5019680,4982484,NONTOR
55,29,843417,843876,NONTOR
210845,-1,210845,-1,NONTOR
207079,-1,207079,-1,NONTOR
205675,-1,205675,-1,NONTOR
206603,-1,206603,-1,NONTOR
219068,-1,219068,-1,NONTOR
386190,44269,5631973,5631973,NONTOR
8,17,13693689,13693756,NONTOR
15,47,2394739,2420226,NONTOR
9,18,14148279,14149166,NONTOR
2,23,14527255,14488228,NONTOR
14,19,13657330,13657433,NONTOR
2019,210,4846498,240001483,NONTOR
6,31,13962656,13963084,NONTOR
10184,10204,7166012,7166015,NONTOR
38,12,59909,65467,NONTOR
91,31,53377,65357,NONTOR
132,1490,9999907,10040612,NONTOR
46,38,56738,66889,NONTOR
474129,2238,474129,132338,NONTOR
38,32,8475635,8475718,NONTOR
5,17,60342,66031,NONTOR
9,16,1713300,1751267,NONTOR
125,20,266253,133697,NONTOR
67,759,267042,134227,NONTOR
42,451,260324,127680,NONTOR
107,165,258059,125286,NONTOR
228,95,267861,135407,NONTOR
65,677,262372,128900,NONTOR
48,462,263701,130082,NONTOR
75,55,264459,126655,NONTOR
42,18,271693,138765,NONTOR
58,649,273836,137551,NONTOR
212395,10000222,9787515,10000222,NONTOR
1253,1175,85219,5998853,NONTOR
59,35,58922,65484,NONTOR
40,10,205982,207501,NONTOR
3,19,979149,1043891,NONTOR
68,22,119260,93610,NONTOR
107,101,203457,243187,NONTOR
75,19,203115,240909,NONTOR
55,29,215654,223252,NONTOR
121,11,211147,249832,NONTOR
293,21,176796,254570,NONTOR
6,19,141776,116138,NONTOR
1399,1394,37095,1394,NONTOR
1823,107,928690,102513,NONTOR
37031,-1,37031,-1,NONTOR
60,4,5344347,5333304,NONTOR
85,27,224143,253696,NONTOR
37,10,209330,247956,NONTOR
15,12,138797,113098,NONTOR
23,28,140568,115052,NONTOR
11,50,5596768,5622347,NONTOR
275906,-1,275906,-1,NONTOR
276315,-1,276315,-1,NONTOR
274113,-1,274113,-1,NONTOR
275948,-1,275948,-1,NONTOR
275540,-1,275540,-1,NONTOR
271982,-1,271982,-1,NONTOR
275833,-1,275833,-1,NONTOR
275138,-1,275138,-1,NONTOR
274205,-1,274205,-1,NONTOR
276583,-1,276583,-1,NONTOR
276220,-1,276220,-1,NONTOR
273327,-1,273327,-1,NONTOR
272908,-1,272908,-1,NONTOR
273256,-1,273256,-1,NONTOR
273384,-1,273384,-1,NONTOR
277483,-1,277483,-1,NONTOR
16,33,3365268,3391178,NONTOR
17,29,44434,38751,NONTOR
321,269,141485,132964,NONTOR
33,27,231675,247009,NONTOR
279,29128,351608,351596,NONTOR
32,92,38769,44901,NONTOR
19,55,38684,63386,NONTOR
-1,215822,-1,215822,NONTOR
15,27,66676,41091,NONTOR
13,22,1268514,1331724,NONTOR
20,41,2414137,2439684,NONTOR
14,29,2481066,2506572,NONTOR
15,26,2585403,2612273,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
215252,14753454,14750280,14753454,NONTOR
216021,14726322,14721565,14726322,NONTOR
212455,14735203,14734974,14735203,NONTOR
213524,14739596,14737151,14739596,NONTOR
215248,14771512,14770495,14771512,NONTOR
217053,14777397,14774023,14777397,NONTOR
36,17,42507,66669,NONTOR
-1,209741,-1,209741,NONTOR
-1,208136,-1,208136,NONTOR
-1,208571,-1,208571,NONTOR
-1,207531,-1,207531,NONTOR
-1,221948,-1,221948,NONTOR
-1,206636,-1,206636,NONTOR
-1,209452,-1,209452,NONTOR
-1,210504,-1,210504,NONTOR
-1,207121,-1,207121,NONTOR
-1,209376,-1,209376,NONTOR
-1,207872,-1,207872,NONTOR
-1,209953,-1,209953,NONTOR
-1,209223,-1,209223,NONTOR
-1,207105,-1,207105,NONTOR
-1,272687,-1,272687,NONTOR
-1,274903,-1,274903,NONTOR
11,46,5443460,321851,NONTOR
317926,317944,7047664,7047646,NONTOR
635670,635500,9931945,9931827,NONTOR
28,52,4048697,7448388,NONTOR
9406043,9405804,9406043,9405804,NONTOR
4010201,4010110,7924962,7924970,NONTOR
2458941,2458923,11043308,11043322,NONTOR
841852,841874,4038174,4038163,NONTOR
14350911,14350850,14350911,14350850,NONTOR
810740,810764,810740,810764,NONTOR
765281,765147,765281,765147,NONTOR
2655683,2838338,8010397,8010410,NONTOR
3143048,3143018,3143048,3143018,NONTOR
3004282,3004243,3004282,3004243,NONTOR
11529021,11528968,11529021,11528968,NONTOR
9875386,9875297,9875386,9875297,NONTOR
7009284,6989000,7009284,6989000,NONTOR
14983442,14983377,14983442,14983377,NONTOR
6776962,6776962,6776962,6776962,NONTOR
591196,591025,591196,591025,NONTOR
1994916,1994878,10994541,10994485,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,8895617,-1,8895617,NONTOR
10625988,10607058,10625988,10607058,NONTOR
13825371,13684395,13825371,13684395,NONTOR
10480405,10525432,10480405,10525432,NONTOR
13612386,13636774,13612386,13636774,NONTOR
1630472,8838106,7024875,8838106,NONTOR
14151284,14157837,14151284,14157837,NONTOR
5286988,5280224,5286988,5280224,NONTOR
12972387,12972307,12972387,12972307,NONTOR
4981781,4983849,4981781,4983849,NONTOR
14000310,13989016,14000310,13989016,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
82,51,88121,88696,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
7001469,-1,7001469,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
14396758,14396542,63,12,TOR
14982876,14982416,23,0,TOR
14957772,14957537,23,3,TOR
14550344,14550108,0,0,TOR
14732805,14733063,23,2,TOR
14392950,14392636,24,3,TOR
14997432,14997512,0,0,TOR
14983133,14983171,0,0,TOR
12839567,12839180,456,29,TOR
10823375,10784324,2206,2584,TOR
444499,444520,8298,8615,TOR
9345332,9307486,79,123,TOR
12610345,12610141,153,20,TOR
0,0,-1,-1,TOR
12934185,12895966,14098,14325,TOR
0,6994,-1,6994,TOR
9673718,9634274,10163,10464,TOR
266016,266006,266016,266006,TOR
9755608,9716524,9939,10180,TOR
14070327,14106798,506,802,TOR
13342363,13342497,0,0,TOR
9831378,9831098,100418,100493,TOR
12695073,12693309,41,7,TOR
14864035,14863527,0,0,TOR
14983339,14998665,15,3,TOR
14143373,14143378,619,560,TOR
14100978,14101001,144,273,TOR
13559016,13559015,200027,200025,TOR
14659595,14659414,556,1246,TOR
11353562,11389624,988,430,TOR
13543305,13543600,1740,2032,TOR
14234603,14195361,50,9,TOR
14972141,14971579,29,4,TOR
14986228,14948593,10,0,TOR
0,0,-1,-1,TOR
14703510,14703667,31,82,TOR
0,0,-1,-1,TOR
11543740,11543713,57,54,TOR
14980818,14980531,174,195,TOR
14889921,14889529,210,314,TOR
13416549,13376538,403,381,TOR
7799714,7838611,5,6,TOR
14561125,14561165,5,74,TOR
14540191,14540763,8,69,TOR
14828726,14829055,8,8,TOR
14590616,14590780,71,40,TOR
2016625,2016758,114,81,TOR
247897,247621,247897,247621,TOR
223232,222878,223232,222878,TOR
1609215,1609208,189706,189708,TOR
2000768,2000214,262,26102,TOR
10739112,10739110,63,88,TOR
2419592,2418422,868,124608,TOR
0,0,-1,-1,TOR
14988616,14989121,3993,4334,TOR
11451446,11451462,189193,189209,TOR
11212236,11171506,453,859,TOR
2992828,2992626,68,144,TOR
14012210,14012206,189687,189679,TOR
2287491,2287483,190031,190023,TOR
14886303,14847848,95,212,TOR
7208488,7208385,91,215,TOR
9436929,9436531,126216,126219,TOR
8685049,8645000,68,122,TOR
14872552,14872850,74,42,TOR
13166789,13166797,608,467,TOR
377491,377493,17798,16987,TOR
7984685,7984308,117,134,TOR
350630,350298,112384,112403,TOR
9630076,9630557,269,596,TOR
2207400,2207418,14674,14204,TOR
3334345,3334447,123,61,TOR
4894050,4894345,8600,354,TOR
14614069,14626766,7,2,TOR
14990742,14999899,0,2,TOR
14871703,14871410,15,2,TOR
14349995,14358339,0,2,TOR
14480166,14480469,4,0,TOR
14842358,14841970,0,0,TOR
14975923,14976098,0,0,TOR
14986259,14988288,7,0,TOR
14930929,14931530,0,3,TOR
14985919,14986109,1,0,TOR
14014405,14013772,0,0,TOR
13682489,13642242,371,420,TOR
13942491,13941918,0,1,TOR
14970409,14970560,0,0,TOR
10099847,10099848,10,3,TOR
14234636,14205179,23,2,TOR
14900699,14901346,0,4,TOR
14949870,14982812,26,5,TOR
12779203,12779230,230,152,TOR
14921548,14922964,0,0,TOR
14616462,14616356,0,0,TOR
14848854,14888273,0,0,TOR
14688252,14688490,30,0,TOR
14660723,14662403,7,0,TOR
14964246,14999988,18,0,TOR
0,0,-1,-1,TOR
10412977,10375871,11,0,TOR
14834463,14838559,219,143,TOR
6434022,6395342,222,351,TOR
8186872,8148349,33,37,TOR
14820924,14859046,0,0,TOR
14739287,14972566,0,0,TOR
14948609,14951143,0,0,TOR
14697961,14661259,0,0,TOR
14618158,14999401,0,0,TOR
14763907,14976693,7,5,TOR
14419769,14456924,0,5,TOR
14293595,14293593,0,55,TOR
13383944,13422159,32,5,TOR
14998706,14998713,0,5,TOR
14936140,14973717,0,0,TOR
14830756,14833581,0,5,TOR
14930060,14933258,0,0,TOR
14949466,14863826,0,0,TOR
14864471,14864964,0,0,TOR
14940274,14905394,0,0,TOR
14964813,14966671,0,4,TOR
14960094,14958487,0,4,TOR
14998935,14999345,0,0,TOR
14965270,14965336,0,0,TOR
14998374,14998927,0,0,TOR
14996117,14997275,0,0,TOR
14951544,14951660,0,0,TOR
14995861,14996644,0,0,TOR
14995337,14995377,0,2,TOR
14998162,14998244,0,0,TOR
14887812,14887841,0,0,TOR
14989098,14951007,0,0,TOR
6367730,6328243,0,5,TOR
14999109,14999349,0,0,TOR
14992279,14993987,0,0,TOR
14964482,14809445,0,0,TOR
14660623,14665936,0,0,TOR
14999930,14999908,0,5,TOR
14961194,14999936,0,0,TOR
14724683,14724524,0,1,TOR
14997556,14998059,0,0,TOR
14996778,14996645,0,0,TOR
14998973,14999899,0,0,TOR
14982887,14984395,0,0,TOR
14942267,14986418,6,5,TOR
14993920,14995894,0,0,TOR
14957807,14957718,0,0,TOR
14999517,14999655,0,0,TOR
14994831,14995104,0,0,TOR
3415849,3376454,0,6,TOR
14997704,14998337,0,0,TOR
14996681,14997763,0,0,TOR
14957613,14956001,166,192,TOR
14949154,14950834,0,0,TOR
14928259,14928374,173,190,TOR
14968101,14969743,0,0,TOR
14998400,14962352,0,0,TOR
14961054,14898113,0,1,TOR
14994565,14995329,0,0,TOR
14992284,14993614,0,0,TOR
14471975,14471963,163,224,TOR
14848471,14848476,244,179,TOR
14946885,14947872,0,0,TOR
14434648,14434881,107,167,TOR
14920738,14959780,158,74,TOR
14996010,14947231,8,5,TOR
907704,908018,63797,63790,TOR
14865448,14904733,261,338,TOR
14940777,14977211,0,0,TOR
14938059,14977013,1,2,TOR
14956007,14856517,0,4,TOR
14973795,14936419,15,5,TOR
14966585,14967500,0,0,TOR
14949345,14986416,15,5,TOR
14997549,14998578,0,0,TOR
14961760,14961495,0,0,TOR
14960969,14896055,1,5,TOR
14938454,14924161,0,1,TOR
14910836,14965141,0,0,TOR
14975092,14939437,5,5,TOR
14927645,14927713,0,5,TOR
14932516,14988940,0,0,TOR
14999597,14999051,1,5,TOR
14997674,14998693,45,0,TOR
14875938,14846061,113,0,TOR
14990491,14990947,29,0,TOR
14410302,14410942,46,0,TOR
14994355,14994503,32,0,TOR
14267722,14228765,29,0,TOR
14759124,14758990,15,0,TOR
14989517,14992439,29,0,TOR
14962396,14925227,54,3,TOR
1212265,1211876,2204,2557,TOR
14517193,14477411,436,794,TOR
14987906,14995300,29,0,TOR
14999180,14999026,38,0,TOR
7602969,7602851,0,31,TOR
14996770,14996701,0,0,TOR
14995046,14995492,0,0,TOR
14882094,14921714,4,19,TOR
14999291,14999181,0,0,TOR
14083124,14082938,0,0,TOR
14994587,14904697,0,22,TOR
14859166,14852483,0,0,TOR
14934407,14934183,0,0,TOR
14814656,14808678,0,0,TOR
14774035,14773266,0,0,TOR
14986235,14985469,0,0,TOR
14966400,14963560,0,0,TOR
14734435,14773985,0,0,TOR
14996249,14996539,0,0,TOR
14999312,14999213,0,0,TOR
14893627,14893577,0,0,TOR
14984910,14982217,0,0,TOR
14963964,14922989,0,0,TOR
14841306,14861230,0,0,TOR
9755426,9754892,0,0,TOR
14856563,14856383,0,0,TOR
14987265,14987445,27,3,TOR
514081,513941,1210,1421,TOR
14979719,14978454,0,0,TOR
14663276,14662373,0,0,TOR
13636982,13637050,0,0,TOR
11902959,11940271,297,270,TOR
8326529,8326035,335,713,TOR
14632545,14632753,0,0,TOR
12367779,12367702,1809,1313,TOR
14732840,14733047,0,0,TOR
14873915,14876071,43,53,TOR
4760615,4760819,0,0,TOR
11711106,11672509,1397,1659,TOR
14091233,14090339,0,24,TOR
14999922,14999800,0,0,TOR
171617,135756,171617,1647,TOR
7366412,7365717,851,172,TOR
8118702,8079088,1173,524,TOR
14999568,14999473,0,0,TOR
9864343,9863669,1916,2138,TOR
14990336,14990409,0,0,TOR
3239544,3239476,0,0,TOR
14996004,14995721,7,0,TOR
14965560,14965621,0,0,TOR
14967226,14969648,0,0,TOR
14994242,14993903,1,0,TOR
14989130,14989085,0,0,TOR
14978913,14978519,12,0,TOR
14974688,14974430,0,0,TOR
14976768,14979002,0,0,TOR
14994150,14995470,0,0,TOR
14952077,14935838,0,0,TOR
9441522,9441431,2028,1284,TOR
2638384,2638154,0,0,TOR
14860662,14860615,0,0,TOR
333165,332853,897,1059,TOR
14965059,14965260,0,0,TOR
9931998,9934380,1185,1492,TOR
12925119,12924875,903,971,TOR
6327806,6327708,1172,1270,TOR
14615945,14615801,1152,1320,TOR
14851387,14851893,22,0,TOR
1938189,1937977,28,6,TOR
5154720,5115364,533,175,TOR
8485836,8486121,2055,2334,TOR
14987954,14988557,0,0,TOR
14998411,14998441,0,0,TOR
14990399,14990586,0,0,TOR
14994285,14994047,0,0,TOR
14917110,14918045,906,1113,TOR
548062,507918,411,369,TOR
11356670,11356699,336017,1424,TOR
14974085,14973609,0,0,TOR
9140277,9102184,0,0,TOR
7389270,7352294,0,0,TOR
14967253,14967291,-170,-182,TOR
14971916,14972085,0,0,TOR
14977170,14977371,0,0,TOR
14783356,14783199,0,0,TOR
6093766,6094065,333852,1558,TOR
4582112,4581887,817,1051,TOR
6081545,6081417,474,251,TOR
14996155,14996218,0,0,TOR
14588159,14588100,1808,383,TOR
14996741,14996645,35,3,TOR
14727063,14728084,27,2,TOR
14996438,14996565,0,0,TOR
14966200,14966053,7,0,TOR
14951944,14976224,0,169,TOR
14922592,14922584,177,189,TOR
14982203,14982126,159,30,TOR
14957395,14995290,457,24,TOR
14996775,14968983,132,15,TOR
14967857,14959201,418,359,TOR
14947098,14983269,185,320,TOR
14925655,14964824,445,298,TOR
14950462,14984040,89,16,TOR
14980836,14980781,193,198,TOR
14983702,14990370,52,15,TOR
14978848,14990442,102,14,TOR
14986433,14949616,191,16,TOR
14937644,14930188,198,380,TOR
14950656,14959984,364,352,TOR
14968510,14979316,350,15,TOR
14994833,14994925,22,335,TOR
14953529,14953308,103,271,TOR
14927709,14966804,361,424,TOR
14953662,14953688,29,571,TOR
14973795,14973770,23,282,TOR
14995844,14994614,14,221,TOR
14970061,14930309,10,111,TOR
14980448,14973079,23,211,TOR
5255798,5257802,105,22,TOR
14997132,14997208,68,10,TOR
14950367,14974944,208,16,TOR
14979589,14980245,84,6,TOR
14982368,14982507,68,5,TOR
14998108,14958970,327,19,TOR
14979042,14979089,111,25,TOR
14964533,14964524,25,55,TOR
14955204,14955115,342,15,TOR
14926154,14988490,6,313,TOR
14994350,14994360,70,14,TOR
14950905,14950815,276,15,TOR
14985925,14985899,74,95,TOR
14971582,14954296,76,7,TOR
14989476,14952498,18,354,TOR
14980487,14991628,145,15,TOR
14950912,14951009,180,14,TOR
14960337,14981706,198,18,TOR
14994335,14973076,7,278,TOR
14989182,14988841,4,202,TOR
14925808,14989983,180,0,TOR
14966566,14980048,88,26,TOR
14952136,14990114,79,15,TOR
14986116,14992820,143,14,TOR
14976811,14976790,241,210,TOR
14991222,14991184,137,50,TOR
14987823,14992847,91,16,TOR
14991892,14968232,11,378,TOR
14951549,14988003,11,25,TOR
14978293,14976224,157,16,TOR
14987652,14998293,90,16,TOR
14964821,14955429,184,16,TOR
14941570,14980696,11,118,TOR
14986898,14989990,180,15,TOR
14980622,14998359,81,5,TOR
14981338,14981371,168,21,TOR
14953685,14989551,16,15,TOR
14933336,14919166,88,28,TOR
14988704,14978600,69,25,TOR
14974104,14974128,13,75,TOR
14987638,14987715,84,123,TOR
14982403,14982371,210,10,TOR
